unlimited,Cruise_number,Cruise_ID_1,Cruise_ID_2,Leg,Day,Month,Year,Latitude,Longitude,Hydro_cast_no,Depth_target,Depth_real,O2_ml_L,q_O2_ml_L,O2_umol_kg,q_O2_umol_kg,NO3_UDO,q_NO3_UDO,PO4_UDO,q_PO4_UDO,SiO4_UDO,q_SiO4_UDO,NH4_USF,q_NH4_USF,NO2_USF,q_NO2_USF,NO3_NO2_USF,q_NO3_NO3_USF,PO4_USF,q_PO4_USF,SiO4_USF,q_SiO4_USF,pH,q_pH,Alkalinity_mol_kg,q_Alkalinity_mol_kg,Alkalinity_umol_kg,q_Alkalinity_umol_kg,TCO2,q_TCO2,fCO2,q_fCO2,pH_corrected,q_pH_corrected,TCO2_corrected,q_TCO2_corrected,fCO2_corrected,q_fCO2_corrected,Salinity_bottles,q_Salinity_bottles,Salinity_CTD,q_Salinity_CTD,Temperature,q_Temperature,Sigma_t,q_Sigma_t,TPP,q_TPP,PIP,q_PIP,POC_ug_kg,q_POC_ug_kg,PON_ug_kg,q_PON_ug_kg,POC_ug_L,q_POC_ug_L,PN_ug_L,q_PN_ug_L,C_N_particulate,q_C_N_particulate,DON,q_DON,DOP,q_DOP,DOC,q_DOC,TOC,q_TOC,PrimaryProductivity,q_PrimaryProductivity,Chlorophyll,q_Chlorophyll,Phaeopigments,q_Phaeopigments,Total_Prokaryotes,Bact_Biomass_mgC_m3,Bact_Biomass_uMC,Bio_cast_no,ISO_DateTime_start_hc_local,ISO_DateTime_end_hc_local,ISO_DateTime_start_bc_local,ISO_DateTime_end_bc_local,ISO_DateTime_start_hc_UTC,ISO_DateTime_end_hc_UTC,ISO_DateTime_start_bc_UTC,ISO_DateTime_end_bc_UTC
2294,119,93HG_119,CAR-119,1,7,2,2006,10.499,-64.666,2.0,1310.0,1310.59,,b'0',,b'0',,b'0',,b'0',,b'0',26.8411,b'0',0.00640659,b'0',0.030155,b'0',3.9367300000000003,b'0',90.8826,b'0',7.57475,b'0',0.002497,b'0',2497.0,b'0',2398.5,b'0',1108.3,b'0',7.581760000000001,b'0',2395.84,b'0',1088.92,b'0',36.2383,b'0',36.2424,b'0',17.2243,b'0',26.4143,b'0',,b'0',,b'0',33.546,b'0',6.0009,b'0',6.52185,b'0',32.7373,b'0',5.85625,b'0',5.77824,b'0',0.06891389999999999,b'0',55.736000000000004,b'0',,b'0',,b'0',,b'0',,b'0',2.9804,14.3318,1.1943,,2006-02-07 07:17:00,2006-02-07 08:37:00,,,2006-02-07 11:17:00,2006-02-07 12:37:00,,
2295,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,1.0,1.0,1.755,5.0054,b'0',218.113,b'0',,b'0',,b'0',,b'0',0.135285,b'0',0.012685700000000001,b'0',0.0191223,b'0',0.0399037,b'0',0.252801,b'0',8.035,b'0',0.0024545,b'0',2454.5,b'0',2132.0,b'0',420.8,b'0',8.0469,b'0',2124.47,b'0',406.798,b'0',36.9177,b'0',36.8761,b'0',24.5049,b'0',24.9107,b'0',,b'0',,b'0',67.4003,b'0',9.91654,b'0',7.92955,b'0',65.7757,b'0',9.67751,b'0',10.3864,b'0',0.020536099999999998,b'0',68.296,b'0',,b'0',1.8085099999999998,b'0',0.300625,b'0',0.229775,b'0',1.4274,4.657,0.3881,4.0,2006-03-16 15:25:00,2006-03-16 15:56:00,2006-03-16 08:20:00,2006-03-16 08:46:00,2006-03-16 19:25:00,2006-03-16 19:56:00,2006-03-16 12:20:00,2006-03-16 12:46:00
2296,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,1.0,7.0,8.173,4.69346,b'0',204.517,b'0',,b'0',,b'0',,b'0',0.315544,b'0',0.0,b'0',0.20743899999999998,b'0',0.0287175,b'0',0.432043,b'0',8.02561,b'0',0.00245654,b'0',2456.54,b'0',2139.7,b'0',431.1,b'0',8.036430000000001,b'0',2133.18,b'0',418.517,b'0',36.894,b'0',36.8744,b'0',24.4444,b'0',24.9277,b'0',,b'0',,b'0',86.101,b'0',11.6774,b'0',8.60217,b'0',84.0256,b'0',11.3959,b'0',5.4503699999999995,b'0',0.114872,b'0',,b'0',,b'0',1.77885,b'0',0.333125,b'0',0.189475,b'0',4.2821,13.971,1.1642,4.0,2006-03-16 15:25:00,2006-03-16 15:56:00,2006-03-16 08:20:00,2006-03-16 08:46:00,2006-03-16 19:25:00,2006-03-16 19:56:00,2006-03-16 12:20:00,2006-03-16 12:46:00
2297,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,1.0,15.0,16.199,4.57483,b'0',199.329,b'0',,b'0',,b'0',,b'0',0.29065599999999997,b'0',0.0,b'0',0.114569,b'0',0.0262173,b'0',0.578175,b'0',8.03496,b'0',0.00244711,b'0',2447.11,b'0',2125.5,b'0',413.2,b'0',8.04627,b'0',2118.37,b'0',400.16,b'0',36.8947,b'0',36.8711,b'0',24.1227,b'0',25.022,b'0',,b'0',,b'0',87.2373,b'0',12.5115,b'0',8.13465,b'0',85.1345,b'0',12.2099,b'0',3.5886699999999996,b'0',0.177173,b'0',,b'0',,b'0',1.7966900000000001,b'0',0.31135,b'0',0.22009,b'0',,,,4.0,2006-03-16 15:25:00,2006-03-16 15:56:00,2006-03-16 08:20:00,2006-03-16 08:46:00,2006-03-16 19:25:00,2006-03-16 19:56:00,2006-03-16 12:20:00,2006-03-16 12:46:00
2298,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,1.0,25.0,25.365,4.13938,b'0',180.326,b'0',,b'0',,b'0',,b'0',0.783566,b'0',0.08571770000000001,b'0',0.5208510000000001,b'0',0.08137439999999999,b'0',0.0420125,b'0',8.01073,b'0',0.00244179,b'0',2441.79,b'0',2135.6,b'0',431.0,b'0',8.02295,b'0',2128.2,b'0',416.685,b'0',36.895,b'0',36.8708,b'0',23.537,b'0',25.195999999999998,b'0',,b'0',,b'0',158.501,b'0',26.1352,b'0',7.0754399999999995,b'0',154.681,b'0',25.5052,b'0',4.68926,b'0',0.128428,b'0',,b'0',,b'0',1.01471,b'0',0.3575,b'0',0.3159,b'0',1.7719,5.7811,0.4818,4.0,2006-03-16 15:25:00,2006-03-16 15:56:00,2006-03-16 08:20:00,2006-03-16 08:46:00,2006-03-16 19:25:00,2006-03-16 19:56:00,2006-03-16 12:20:00,2006-03-16 12:46:00
2299,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,1.0,35.0,36.159,2.85891,b'0',124.494,b'0',,b'0',,b'0',,b'0',0.18842,b'0',0.573431,b'0',5.23881,b'0',0.316452,b'0',2.4,b'0',,b'0',0.00243439,b'0',2434.39,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',36.8617,b'0',36.84,b'0',22.0494,b'0',25.6027,b'0',,b'0',,b'0',67.8549,b'0',9.73119,b'0',8.13508,b'0',66.2192,b'0',9.49662,b'0',3.8708199999999997,b'0',0.111001,b'0',60.168,b'0',,b'0',0.47836999999999996,b'0',0.417625,b'0',0.479375,b'0',1.7086,5.5746,0.4646,4.0,2006-03-16 15:25:00,2006-03-16 15:56:00,2006-03-16 08:20:00,2006-03-16 08:46:00,2006-03-16 19:25:00,2006-03-16 19:56:00,2006-03-16 12:20:00,2006-03-16 12:46:00
2300,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,1.0,55.0,55.443000000000005,2.98775,b'0',130.084,b'0',,b'0',,b'0',,b'0',0.14233900000000002,b'0',0.22043000000000001,b'0',5.9186,b'0',0.342613,b'0',2.04866,b'0',7.93772,b'0',0.00242501,b'0',2425.01,b'0',2163.3,b'0',481.0,b'0',7.94747,b'0',2157.91,b'0',468.564,b'0',36.8163,b'0',36.7987,b'0',21.3632,b'0',25.7637,b'0',,b'0',,b'0',43.6998,b'0',7.04352,b'0',7.2383,b'0',42.6465,b'0',6.87374,b'0',3.2935,b'0',0.100688,b'0',,b'0',,b'0',0.122431,b'0',0.2405,b'0',0.4277,b'0',1.6594,5.414,0.4512,4.0,2006-03-16 15:25:00,2006-03-16 15:56:00,2006-03-16 08:20:00,2006-03-16 08:46:00,2006-03-16 19:25:00,2006-03-16 19:56:00,2006-03-16 12:20:00,2006-03-16 12:46:00
2301,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,1.0,75.0,76.514,2.57384,b'0',112.052,b'0',,b'0',,b'0',,b'0',0.163183,b'0',0.0543644,b'0',7.02371,b'0',0.410571,b'0',2.62233,b'0',7.92369,b'0',0.00241875,b'0',2418.75,b'0',2165.4,b'0',488.9,b'0',7.934539999999999,b'0',2159.58,b'0',474.839,b'0',36.7763,b'0',36.7529,b'0',20.8658,b'0',25.8659,b'0',,b'0',,b'0',89.2178,b'0',17.2381,b'0',6.03822,b'0',87.0672,b'0',16.8226,b'0',3.98199,b'0',0.072874,b'0',59.808,b'0',,b'0',0.054830399999999994,b'0',0.136825,b'0',0.200655,b'0',1.6594,5.414,0.4512,4.0,2006-03-16 15:25:00,2006-03-16 15:56:00,2006-03-16 08:20:00,2006-03-16 08:46:00,2006-03-16 19:25:00,2006-03-16 19:56:00,2006-03-16 12:20:00,2006-03-16 12:46:00
2302,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,1.0,100.0,101.79299999999999,2.8967,b'0',126.087,b'0',,b'0',,b'0',,b'0',0.157165,b'0',0.0214523,b'0',8.81522,b'0',0.548956,b'0',4.64232,b'0',7.8948,b'0',0.00241465,b'0',2414.65,b'0',2177.7,b'0',509.2,b'0',7.9061699999999995,b'0',2171.75,b'0',493.82599999999996,b'0',36.6777,b'0',36.6446,b'0',19.9314,b'0',26.0351,b'0',,b'0',,b'0',31.5898,b'0',4.0778300000000005,b'0',9.03785,b'0',30.8284,b'0',3.97954,b'0',3.19667,b'0',0.0638077,b'0',,b'0',,b'0',0.0,b'0',0.0554125,b'0',0.0927875,b'0',1.7578,5.7352,0.4779,4.0,2006-03-16 15:25:00,2006-03-16 15:56:00,2006-03-16 08:20:00,2006-03-16 08:46:00,2006-03-16 19:25:00,2006-03-16 19:56:00,2006-03-16 12:20:00,2006-03-16 12:46:00
2303,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,1.0,130.0,130.808,2.5951299999999997,b'0',112.949,b'0',,b'0',,b'0',,b'0',0.23934699999999998,b'0',0.010261200000000002,b'0',9.73436,b'0',0.698422,b'0',9.6932,b'0',7.94255,b'0',0.002407,b'0',2407.0,b'0',2144.6,b'0',434.0,b'0',7.95265,b'0',2139.22,b'0',422.56,b'0',36.5933,b'0',36.5726,b'0',19.3337,b'0',26.1373,b'0',,b'0',,b'0',30.5834,b'0',4.26319,b'0',8.36947,b'0',29.8462,b'0',4.160419999999999,b'0',2.86425,b'0',0.10250799999999999,b'0',52.032,b'0',,b'0',,b'0',,b'0',,b'0',1.3781,4.7432,0.3953,,2006-03-16 15:25:00,2006-03-16 15:56:00,,,2006-03-16 19:25:00,2006-03-16 19:56:00,,
2304,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,1.0,160.0,159.732,2.20827,b'0',96.1045,b'0',,b'0',,b'0',,b'0',0.0929697,b'0',0.00459265,b'0',10.7311,b'0',0.888229,b'0',7.368460000000001,b'0',7.822,b'0',0.00240764,b'0',2407.64,b'0',2208.6,b'0',593.6,b'0',7.83138,b'0',2204.04,b'0',578.752,b'0',36.546,b'0',36.5148,b'0',18.875,b'0',26.2117,b'0',,b'0',,b'0',27.4341,b'0',3.7071199999999997,b'0',8.6338,b'0',26.7729,b'0',3.6177599999999996,b'0',2.95243,b'0',0.0492908,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',0.907,3.1218,0.2601,,2006-03-16 15:25:00,2006-03-16 15:56:00,,,2006-03-16 19:25:00,2006-03-16 19:56:00,,
2305,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,2.0,200.0,204.46200000000002,0.8536520000000001,b'0',37.1474,b'0',,b'0',,b'0',,b'0',0.673733,b'0',0.0020525,b'0',9.71765,b'0',1.4500600000000001,b'0',21.3168,b'0',7.712999999999999,b'0',0.00240541,b'0',2405.41,b'0',2256.0,b'0',772.6,b'0',7.7189,b'0',2253.49,b'0',760.683,b'0',36.4407,b'0',36.4296,b'0',18.2088,b'0',26.3154,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',6.7866100000000005,b'0',0.14605,b'0',54.088,b'0',,b'0',,b'0',,b'0',,b'0',2.5102,8.6394,0.7199,,2006-03-16 10:36:00,2006-03-16 12:23:00,,,2006-03-16 14:36:00,2006-03-16 16:23:00,,
2306,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,2.0,240.0,247.21900000000002,0.08476489999999999,b'0',3.6884699999999997,b'0',,b'0',,b'0',,b'0',0.5749270000000001,b'0',0.0,b'0',0.0726064,b'0',1.55839,b'0',36.1248,b'0',7.641,b'0',0.00241507,b'0',2415.07,b'0',2295.1,b'0',927.4,b'0',7.649369999999999,b'0',2291.74,b'0',907.2589999999999,b'0',36.4007,b'0',36.3893,b'0',17.9256,b'0',26.3551,b'0',,b'0',,b'0',50.9398,b'0',5.09729,b'0',11.6591,b'0',49.711999999999996,b'0',4.974419999999999,b'0',2.37898,b'0',0.14666300000000002,b'0',56.896,b'0',,b'0',,b'0',,b'0',,b'0',1.4063,5.0122,0.4177,,2006-03-16 10:36:00,2006-03-16 12:23:00,,,2006-03-16 14:36:00,2006-03-16 16:23:00,,
2307,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,2.0,250.0,257.072,0.0143026,b'0',0.62236,b'0',,b'0',,b'0',,b'0',0.15675,b'0',0.00550649,b'0',3.1322099999999997,b'0',1.41933,b'0',33.3981,b'0',,b'0',0.0024174,b'0',2417.4,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',36.388000000000005,b'0',36.3816,b'0',17.8743,b'0',26.3619,b'0',,b'0',,b'0',37.1741,b'0',4.26319,b'0',10.1731,b'0',36.278,b'0',4.160419999999999,b'0',3.15219,b'0',0.0887168,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',0.9141,3.2579,0.2715,,2006-03-16 10:36:00,2006-03-16 12:23:00,,,2006-03-16 14:36:00,2006-03-16 16:23:00,,
2308,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,2.0,300.0,304.10900000000004,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',3.6442300000000003,b'0',0.0,b'0',0.0536999,b'0',2.675,b'0',43.5915,b'0',7.630889999999999,b'0',0.00241646,b'0',2416.46,b'0',2299.4,b'0',941.9,b'0',7.63903,b'0',2296.2,b'0',922.2769999999999,b'0',36.3563,b'0',36.3423,b'0',17.649,b'0',26.3874,b'0',,b'0',,b'0',65.4199,b'0',5.375319999999999,b'0',14.1988,b'0',63.843,b'0',5.24575,b'0',3.67334,b'0',0.251826,b'1',,b'0',,b'0',,b'0',,b'0',,b'0',1.0477,3.7341,0.3112,,2006-03-16 10:36:00,2006-03-16 12:23:00,,,2006-03-16 14:36:00,2006-03-16 16:23:00,,
2309,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,2.0,350.0,355.05699999999996,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',5.34086,b'0',0.0,b'0',0.0757596,b'0',2.83985,b'0',48.6287,b'0',7.6339999999999995,b'0',0.00243304,b'0',2433.04,b'0',2314.1,b'0',937.1,b'0',7.64123,b'0',2311.23,b'0',919.4839999999999,b'0',36.3337,b'0',36.3215,b'0',17.5429,b'0',26.3975,b'0',,b'0',,b'0',59.3162,b'0',7.9703,b'0',8.68251,b'0',57.8864,b'0',7.77818,b'0',3.56569,b'0',0.0968779,b'0',54.663999999999994,b'0',,b'0',,b'0',,b'0',,b'0',0.7875,2.8068,0.2339,,2006-03-16 10:36:00,2006-03-16 12:23:00,,,2006-03-16 14:36:00,2006-03-16 16:23:00,,
2310,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,2.0,400.0,406.847,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',7.90545,b'0',0.0,b'0',0.063955,b'0',2.96002,b'0',54.199,b'0',7.62293,b'0',0.00243496,b'0',2434.96,b'0',2320.3,b'0',962.0,b'0',7.63081,b'0',2317.17,b'0',942.497,b'0',36.3147,b'0',36.3027,b'0',17.4556,b'0',26.4044,b'0',,b'0',,b'0',43.9271,b'0',3.15105,b'0',16.2639,b'0',42.8683,b'0',3.0751,b'0',2.7904299999999997,b'0',0.086244,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',1.8492,6.5911,0.5493,,2006-03-16 10:36:00,2006-03-16 12:23:00,,,2006-03-16 14:36:00,2006-03-16 16:23:00,,
2311,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,2.0,500.0,508.69699999999995,,b'0',,b'0',,b'0',,b'0',,b'0',13.2039,b'0',0.0,b'0',0.08335419999999999,b'0',3.20142,b'0',64.9402,b'0',7.61402,b'0',0.00246217,b'0',2462.17,b'0',2350.1,b'0',990.9,b'0',7.6213,b'0',2347.14,b'0',972.135,b'0',36.2843,b'0',36.2724,b'0',17.3235,b'0',26.4133,b'0',,b'0',,b'0',43.1804,b'0',5.00461,b'0',10.0661,b'0',42.1395,b'0',4.88398,b'0',2.8164700000000003,b'0',0.11059200000000001,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',1.0688,5.1393,0.4283,,2006-03-16 10:36:00,2006-03-16 12:23:00,,,2006-03-16 14:36:00,2006-03-16 16:23:00,,
2312,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,2.0,750.0,755.77,,b'0',,b'0',,b'0',,b'0',,b'0',20.2627,b'0',0.0,b'0',0.086744,b'0',3.52679,b'0',80.3725,b'0',7.5958,b'0',0.00248115,b'0',2481.15,b'0',2375.3,b'0',1041.5,b'0',7.60337,b'0',2372.36,b'0',1021.64,b'0',36.248000000000005,b'0',36.236,b'0',17.1967,b'0',26.416,b'0',,b'0',,b'0',46.9465,b'0',6.02407,b'0',9.09201,b'0',45.8148,b'0',5.8788599999999995,b'0',2.6106700000000003,b'0',0.203406,b'1',,b'0',,b'0',,b'0',,b'0',,b'0',1.4696,7.0666,0.5889,,2006-03-16 10:36:00,2006-03-16 12:23:00,,,2006-03-16 14:36:00,2006-03-16 16:23:00,,
2313,120,93HG_120,CAR-120,1,16,3,2006,10.494000000000002,-64.671,2.0,1310.0,1295.71,,b'0',,b'0',,b'0',,b'0',,b'0',26.8298,b'0',0.0,b'0',0.09801789999999999,b'0',3.92909,b'0',92.3216,b'0',7.5741,b'0',0.0025021,b'0',2502.1,b'0',2403.9,b'0',1113.5,b'0',7.5817,b'0',2400.85,b'0',1091.33,b'0',36.24,b'0',36.2194,b'0',17.2225,b'0',26.397,b'0',,b'0',,b'0',43.3102,b'0',2.96569,b'0',17.0377,b'0',42.2663,b'0',2.8942099999999997,b'0',2.08283,b'0',0.08136030000000001,b'0',55.263999999999996,b'0',,b'0',,b'0',,b'0',,b'0',,,,,2006-03-16 10:36:00,2006-03-16 12:23:00,,,2006-03-16 14:36:00,2006-03-16 16:23:00,,
2314,121,93HG_121,CAR-121,1,4,4,2006,10.498,-64.667,1.0,1.0,1.715,5.0467900000000006,b'0',219.87900000000002,b'0',,b'0',,b'0',,b'0',0.11146800000000001,b'0',0.059059400000000005,b'0',0.0,b'0',0.0290563,b'0',0.251891,b'0',8.05941,b'0',0.00240672,b'0',2406.72,b'0',2074.0,b'0',376.1,b'0',8.07092,b'0',2066.31,b'0',363.412,b'0',36.8693,b'0',36.8685,b'0',23.9099,b'0',25.0836,b'0',,b'0',,b'0',218.638,b'0',26.8766,b'0',9.49071,b'0',213.368,b'0',26.2288,b'0',5.7594,b'0',0.11627699999999999,b'0',77.8166,b'0',,b'0',8.85662,b'0',0.54925,b'0',0.48555,b'0',,,,4.0,2006-04-04 13:45:00,2006-04-04 14:15:00,2006-04-04 05:39:00,2006-04-04 05:54:00,2006-04-04 17:45:00,2006-04-04 18:15:00,2006-04-04 09:39:00,2006-04-04 09:54:00
2315,121,93HG_121,CAR-121,1,4,4,2006,10.498,-64.667,1.0,7.0,7.48,5.02473,b'0',218.861,b'0',,b'0',,b'0',,b'0',0.09914010000000001,b'0',0.0651597,b'0',0.0,b'0',0.031750299999999995,b'0',0.0,b'0',8.05759,b'0',0.00242292,b'0',2422.92,b'0',2089.3,b'0',365.9,b'0',8.06959,b'0',2081.81,b'0',353.968,b'0',36.8413,b'0',36.8633,b'0',22.9855,b'0',25.3518,b'0',,b'0',,b'0',295.52099999999996,b'0',31.3792,b'0',10.9874,b'0',288.39799999999997,b'0',30.6228,b'0',5.43127,b'0',0.107123,b'0',,b'0',,b'0',5.62167,b'0',0.5589999999999999,b'0',0.494,b'0',7.6009,24.7991,2.0666,4.0,2006-04-04 13:45:00,2006-04-04 14:15:00,2006-04-04 05:39:00,2006-04-04 05:54:00,2006-04-04 17:45:00,2006-04-04 18:15:00,2006-04-04 09:39:00,2006-04-04 09:54:00
2316,121,93HG_121,CAR-121,1,4,4,2006,10.498,-64.667,1.0,15.0,15.241,4.26043,b'0',185.551,b'0',,b'0',,b'0',,b'0',0.026066500000000003,b'0',0.202584,b'0',0.331342,b'0',0.120307,b'0',0.700469,b'0',,b'0',0.00241667,b'0',2416.67,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',36.8333,b'0',36.8301,b'0',22.5267,b'0',25.4591,b'0',,b'0',,b'0',342.341,b'0',50.8993,b'0',7.8468100000000005,b'0',334.089,b'0',49.6724,b'0',6.94367,b'0',0.0730722,b'0',,b'0',,b'0',5.38835,b'0',0.671125,b'0',0.579475,b'0',,,,4.0,2006-04-04 13:45:00,2006-04-04 14:15:00,2006-04-04 05:39:00,2006-04-04 05:54:00,2006-04-04 17:45:00,2006-04-04 18:15:00,2006-04-04 09:39:00,2006-04-04 09:54:00
2317,121,93HG_121,CAR-121,1,4,4,2006,10.498,-64.667,1.0,25.0,25.1,2.8302099999999997,b'0',123.227,b'0',,b'0',,b'0',,b'0',0.32868800000000004,b'0',0.285482,b'0',7.5033,b'0',0.424717,b'0',3.1455599999999997,b'0',7.91962,b'0',0.00240776,b'0',2407.76,b'0',2157.0,b'0',505.0,b'0',7.929589999999999,b'0',2151.73,b'0',491.811,b'0',36.8277,b'0',36.8357,b'0',21.5248,b'0',25.7469,b'0',,b'0',,b'0',79.9324,b'0',14.2724,b'0',6.5339,b'0',78.0056,b'0',13.9284,b'0',5.289680000000001,b'0',0.0435466,b'0',,b'0',,b'0',0.8567049999999999,b'0',0.498875,b'0',0.697125,b'0',2.6086,8.5111,0.7093,4.0,2006-04-04 13:45:00,2006-04-04 14:15:00,2006-04-04 05:39:00,2006-04-04 05:54:00,2006-04-04 17:45:00,2006-04-04 18:15:00,2006-04-04 09:39:00,2006-04-04 09:54:00
2318,121,93HG_121,CAR-121,1,4,4,2006,10.498,-64.667,1.0,35.0,35.283,2.8063,b'0',122.181,b'0',,b'0',,b'0',,b'0',0.20836300000000002,b'0',0.180765,b'0',8.05737,b'0',0.44663800000000003,b'0',3.23979,b'0',7.91255,b'0',0.00241423,b'0',2414.23,b'0',2166.9,b'0',512.4,b'0',7.92231,b'0',2161.8,b'0',499.43300000000005,b'0',36.8203,b'0',36.8231,b'0',21.3371,b'0',25.7896,b'0',,b'0',,b'0',57.4981,b'0',10.1946,b'0',6.580080000000001,b'0',56.1121,b'0',9.948839999999999,b'0',6.26615,b'0',0.053925400000000005,b'0',,b'0',,b'0',0.314044,b'0',0.33475,b'0',0.56225,b'0',1.2938,4.2211,0.3518,4.0,2006-04-04 13:45:00,2006-04-04 14:15:00,2006-04-04 05:39:00,2006-04-04 05:54:00,2006-04-04 17:45:00,2006-04-04 18:15:00,2006-04-04 09:39:00,2006-04-04 09:54:00
2319,121,93HG_121,CAR-121,1,4,4,2006,10.498,-64.667,1.0,55.0,55.79,2.96349,b'0',129.00799999999998,b'0',,b'0',,b'0',,b'0',0.048414099999999995,b'0',0.137575,b'0',7.98573,b'0',0.469909,b'0',3.67204,b'0',7.9122699999999995,b'0',0.00239704,b'0',2397.04,b'0',2151.8,b'0',496.5,b'0',7.923139999999999,b'0',2145.78,b'0',481.52099999999996,b'0',36.7463,b'0',36.7577,b'0',20.6605,b'0',25.9255,b'0',,b'0',,b'0',45.6154,b'0',4.54122,b'0',11.7189,b'0',44.5158,b'0',4.43176,b'0',3.68466,b'0',0.0346662,b'0',,b'0',,b'0',0.203531,b'0',0.154375,b'0',0.568425,b'0',2.1586,7.0428,0.5869,4.0,2006-04-04 13:45:00,2006-04-04 14:15:00,2006-04-04 05:39:00,2006-04-04 05:54:00,2006-04-04 17:45:00,2006-04-04 18:15:00,2006-04-04 09:39:00,2006-04-04 09:54:00
2320,121,93HG_121,CAR-121,1,4,4,2006,10.498,-64.667,1.0,75.0,75.557,2.88465,b'0',125.56700000000001,b'0',,b'0',,b'0',,b'0',0.142228,b'0',0.116355,b'0',8.71725,b'0',0.5150060000000001,b'0',4.54622,b'0',7.89871,b'0',0.00240455,b'0',2404.55,b'0',2166.0,b'0',507.5,b'0',7.90803,b'0',2161.22,b'0',495.05300000000005,b'0',36.6857,b'0',36.704,b'0',20.2294,b'0',26.0009,b'0',,b'0',,b'0',33.0508,b'0',5.74603,b'0',6.7106,b'0',32.2542,b'0',5.607530000000001,b'0',6.34301,b'0',0.0777268,b'0',,b'0',66.5166,b'0',0.0219696,b'0',0.09685,b'0',0.26559,b'0',2.9602,9.6581,0.8048,4.0,2006-04-04 13:45:00,2006-04-04 14:15:00,2006-04-04 05:39:00,2006-04-04 05:54:00,2006-04-04 17:45:00,2006-04-04 18:15:00,2006-04-04 09:39:00,2006-04-04 09:54:00
2321,121,93HG_121,CAR-121,1,4,4,2006,10.498,-64.667,1.0,100.0,100.26700000000001,2.9536700000000002,b'0',128.55700000000002,b'0',,b'0',,b'0',,b'0',0.120181,b'0',0.111732,b'0',8.99823,b'0',0.5469390000000001,b'0',4.90383,b'0',7.892110000000001,b'0',0.00238758,b'0',2387.58,b'0',2154.3,b'0',500.8,b'0',7.902760000000001,b'0',2148.66,b'0',486.256,b'0',36.62,b'0',36.63,b'0',19.5977,b'0',26.1121,b'0',,b'0',,b'0',24.0576,b'0',3.98515,b'0',7.04295,b'0',23.4777,b'0',3.88909,b'0',5.01296,b'0',0.049222300000000004,b'0',,b'0',,b'0',0.0,b'0',0.0606125,b'0',0.14374800000000001,b'0',1.6735,5.4599,0.455,4.0,2006-04-04 13:45:00,2006-04-04 14:15:00,2006-04-04 05:39:00,2006-04-04 05:54:00,2006-04-04 17:45:00,2006-04-04 18:15:00,2006-04-04 09:39:00,2006-04-04 09:54:00
2322,121,93HG_121,CAR-121,1,4,4,2006,10.498,-64.667,1.0,130.0,130.624,2.4317599999999997,b'0',105.831,b'0',,b'0',,b'0',,b'0',0.0644438,b'0',0.09600310000000001,b'0',10.2382,b'0',0.786813,b'0',8.665239999999999,b'0',7.848510000000001,b'0',0.00239485,b'0',2394.85,b'0',2183.3,b'0',551.4,b'0',7.85825,b'0',2178.62,b'0',537.68,b'0',36.5553,b'0',36.5555,b'0',18.9931,b'0',26.2124,b'0',,b'0',,b'0',18.2137,b'0',4.0778300000000005,b'0',5.21093,b'0',17.7746,b'0',3.97954,b'0',4.78793,b'0',0.0657597,b'0',,b'0',66.6083,b'0',,b'0',,b'0',,b'0',1.3992,4.8158,0.4013,,2006-04-04 13:45:00,2006-04-04 14:15:00,,,2006-04-04 17:45:00,2006-04-04 18:15:00,,
